----------------------------------------
[17.12.2020 | 9:22:54] All frames loaded, count: 126
[17.12.2020 | 9:41:18] Binarization frame 304 complete!
[17.12.2020 | 9:41:18] Binarization frame 305 complete!
[17.12.2020 | 9:41:18] Binarization frame 306 complete!
[17.12.2020 | 9:41:18] Binarization frame 307 complete!
[17.12.2020 | 9:41:18] Binarization frame 308 complete!
[17.12.2020 | 9:41:18] Binarization frame 309 complete!
[17.12.2020 | 9:41:18] Binarization frame 310 complete!
[17.12.2020 | 9:41:18] Binarization frame 311 complete!
[17.12.2020 | 9:41:18] Binarization frame 312 complete!
[17.12.2020 | 9:41:18] Binarization frame 313 complete!
[17.12.2020 | 9:41:18] Binarization frame 314 complete!
[17.12.2020 | 9:41:18] Binarization frame 315 complete!
[17.12.2020 | 9:41:18] Binarization frame 316 complete!
[17.12.2020 | 9:41:18] Binarization frame 317 complete!
[17.12.2020 | 9:41:18] Binarization frame 318 complete!
[17.12.2020 | 9:41:18] Binarization frame 319 complete!
[17.12.2020 | 9:41:18] Binarization frame 320 complete!
[17.12.2020 | 9:41:18] Binarization frame 321 complete!
[17.12.2020 | 9:41:18] Binarization frame 322 complete!
[17.12.2020 | 9:41:18] Binarization frame 323 complete!
[17.12.2020 | 9:41:18] Binarization frame 324 complete!
[17.12.2020 | 9:41:18] Binarization frame 325 complete!
[17.12.2020 | 9:41:18] Binarization frame 326 complete!
[17.12.2020 | 9:41:18] Binarization frame 327 complete!
[17.12.2020 | 9:41:18] Binarization frame 328 complete!
[17.12.2020 | 9:41:18] Binarization frame 329 complete!
[17.12.2020 | 9:41:18] Binarization frame 330 complete!
[17.12.2020 | 9:41:18] Binarization frame 331 complete!
[17.12.2020 | 9:41:18] Binarization frame 332 complete!
[17.12.2020 | 9:41:18] Binarization frame 333 complete!
[17.12.2020 | 9:41:18] Binarization frame 334 complete!
[17.12.2020 | 9:41:18] Binarization frame 335 complete!
[17.12.2020 | 9:41:18] Binarization frame 336 complete!
[17.12.2020 | 9:41:18] Binarization frame 337 complete!
[17.12.2020 | 9:41:18] Binarization frame 338 complete!
[17.12.2020 | 9:41:18] Binarization frame 339 complete!
[17.12.2020 | 9:41:18] Binarization frame 340 complete!
[17.12.2020 | 9:41:18] Binarization frame 341 complete!
[17.12.2020 | 9:41:18] Binarization frame 342 complete!
[17.12.2020 | 9:41:18] Binarization frame 343 complete!
[17.12.2020 | 9:41:18] Binarization frame 344 complete!
[17.12.2020 | 9:41:18] Binarization frame 345 complete!
[17.12.2020 | 9:41:18] Binarization frame 346 complete!
[17.12.2020 | 9:41:18] Binarization frame 347 complete!
[17.12.2020 | 9:41:18] Binarization frame 348 complete!
[17.12.2020 | 9:41:18] Binarization frame 349 complete!
[17.12.2020 | 9:41:18] Binarization frame 350 complete!
[17.12.2020 | 9:41:18] Binarization frame 351 complete!
[17.12.2020 | 9:41:18] Binarization frame 352 complete!
[17.12.2020 | 9:41:18] Binarization frame 353 complete!
[17.12.2020 | 9:41:18] Binarization frame 354 complete!
[17.12.2020 | 9:41:18] Binarization frame 355 complete!
[17.12.2020 | 9:41:18] Binarization frame 356 complete!
[17.12.2020 | 9:41:18] Binarization frame 357 complete!
[17.12.2020 | 9:41:18] Binarization frame 358 complete!
[17.12.2020 | 9:41:18] Binarization frame 359 complete!
[17.12.2020 | 9:41:18] Binarization frame 360 complete!
[17.12.2020 | 9:41:18] Binarization frame 361 complete!
[17.12.2020 | 9:41:18] Binarization frame 362 complete!
[17.12.2020 | 9:41:18] Binarization frame 363 complete!
[17.12.2020 | 9:41:18] Binarization frame 364 complete!
[17.12.2020 | 9:41:18] Binarization frame 365 complete!
[17.12.2020 | 9:41:18] Binarization frame 366 complete!
[17.12.2020 | 9:41:18] Binarization frame 367 complete!
[17.12.2020 | 9:41:18] Binarization frame 368 complete!
[17.12.2020 | 9:41:18] Binarization frame 369 complete!
[17.12.2020 | 9:41:18] Binarization frame 370 complete!
[17.12.2020 | 9:41:18] Binarization frame 371 complete!
[17.12.2020 | 9:41:18] Binarization frame 372 complete!
[17.12.2020 | 9:41:18] Binarization frame 373 complete!
[17.12.2020 | 9:41:18] Binarization frame 374 complete!
[17.12.2020 | 9:41:18] Binarization frame 375 complete!
[17.12.2020 | 9:41:18] Binarization frame 376 complete!
[17.12.2020 | 9:41:18] Binarization frame 377 complete!
[17.12.2020 | 9:41:18] Binarization frame 378 complete!
[17.12.2020 | 9:41:18] Binarization frame 379 complete!
[17.12.2020 | 9:41:18] Binarization frame 380 complete!
[17.12.2020 | 9:41:18] Binarization frame 381 complete!
[17.12.2020 | 9:41:18] Binarization frame 382 complete!
[17.12.2020 | 9:41:18] Binarization frame 383 complete!
[17.12.2020 | 9:41:18] Binarization frame 384 complete!
[17.12.2020 | 9:41:18] Binarization frame 385 complete!
[17.12.2020 | 9:41:18] Binarization frame 386 complete!
[17.12.2020 | 9:41:18] Binarization frame 387 complete!
[17.12.2020 | 9:41:18] Binarization frame 388 complete!
[17.12.2020 | 9:41:18] Binarization frame 389 complete!
[17.12.2020 | 9:41:18] Binarization frame 390 complete!
[17.12.2020 | 9:41:18] Binarization frame 391 complete!
[17.12.2020 | 9:41:18] Binarization frame 392 complete!
[17.12.2020 | 9:41:18] Binarization frame 393 complete!
[17.12.2020 | 9:41:18] Binarization frame 394 complete!
[17.12.2020 | 9:41:18] Binarization frame 395 complete!
[17.12.2020 | 9:41:18] Binarization frame 396 complete!
[17.12.2020 | 9:41:18] Binarization frame 397 complete!
[17.12.2020 | 9:41:18] Binarization frame 398 complete!
[17.12.2020 | 9:41:18] Binarization frame 399 complete!
[17.12.2020 | 9:41:18] Binarization frame 400 complete!
[17.12.2020 | 9:41:18] Binarization frame 401 complete!
[17.12.2020 | 9:41:18] Binarization frame 402 complete!
[17.12.2020 | 9:41:18] Binarization frame 403 complete!
[17.12.2020 | 9:41:18] Binarization frame 404 complete!
[17.12.2020 | 9:41:18] Binarization frame 405 complete!
[17.12.2020 | 9:41:18] Binarization frame 406 complete!
[17.12.2020 | 9:41:18] Binarization frame 407 complete!
[17.12.2020 | 9:41:18] Binarization frame 408 complete!
[17.12.2020 | 9:41:18] Binarization frame 409 complete!
[17.12.2020 | 9:41:18] Binarization frame 410 complete!
[17.12.2020 | 9:41:18] Binarization frame 411 complete!
[17.12.2020 | 9:41:18] Binarization frame 412 complete!
[17.12.2020 | 9:41:18] Binarization frame 413 complete!
[17.12.2020 | 9:41:18] Binarization frame 414 complete!
[17.12.2020 | 9:41:18] Binarization frame 415 complete!
[17.12.2020 | 9:41:18] Binarization frame 416 complete!
[17.12.2020 | 9:41:18] Binarization frame 417 complete!
[17.12.2020 | 9:41:18] Binarization frame 418 complete!
[17.12.2020 | 9:41:18] Binarization frame 419 complete!
[17.12.2020 | 9:41:18] Binarization frame 420 complete!
[17.12.2020 | 9:41:18] Binarization frame 421 complete!
[17.12.2020 | 9:41:18] Binarization frame 422 complete!
[17.12.2020 | 9:41:18] Binarization frame 423 complete!
[17.12.2020 | 9:41:18] Binarization frame 424 complete!
[17.12.2020 | 9:41:18] Binarization frame 425 complete!
[17.12.2020 | 9:41:18] Binarization frame 426 complete!
[17.12.2020 | 9:41:18] Binarization frame 427 complete!
[17.12.2020 | 9:41:18] Binarization frame 428 complete!
[17.12.2020 | 9:41:18] Binarization frame 429 complete!
[17.12.2020 | 9:41:18] Binarization frame 430 complete!
[17.12.2020 | 9:41:18] Binarization is done! Time spent: 1484ms
[17.12.2020 | 9:41:18] Calculation frame 0 complete!
[17.12.2020 | 9:41:18] Calculation frame 1 complete!
[17.12.2020 | 9:41:18] Calculation frame 2 complete!
[17.12.2020 | 9:41:18] Calculation frame 3 complete!
[17.12.2020 | 9:41:18] Calculation frame 4 complete!
[17.12.2020 | 9:41:18] Calculation frame 5 complete!
[17.12.2020 | 9:41:18] Calculation frame 6 complete!
[17.12.2020 | 9:41:18] Calculation frame 7 complete!
[17.12.2020 | 9:41:18] Calculation frame 8 complete!
[17.12.2020 | 9:41:18] Calculation frame 9 complete!
[17.12.2020 | 9:41:18] Calculation frame 10 complete!
[17.12.2020 | 9:41:18] Calculation frame 11 complete!
[17.12.2020 | 9:41:18] Calculation frame 12 complete!
[17.12.2020 | 9:41:18] Calculation frame 13 complete!
[17.12.2020 | 9:41:18] Calculation frame 14 complete!
[17.12.2020 | 9:41:18] Calculation frame 15 complete!
[17.12.2020 | 9:41:18] Calculation frame 16 complete!
[17.12.2020 | 9:41:18] Calculation frame 17 complete!
[17.12.2020 | 9:41:18] Calculation frame 18 complete!
[17.12.2020 | 9:41:18] Calculation frame 19 complete!
[17.12.2020 | 9:41:18] Calculation frame 20 complete!
[17.12.2020 | 9:41:18] Calculation frame 21 complete!
[17.12.2020 | 9:41:18] Calculation frame 22 complete!
[17.12.2020 | 9:41:18] Calculation frame 23 complete!
[17.12.2020 | 9:41:18] Calculation frame 24 complete!
[17.12.2020 | 9:41:18] Calculation frame 25 complete!
[17.12.2020 | 9:41:18] Calculation frame 26 complete!
[17.12.2020 | 9:41:18] Calculation frame 27 complete!
[17.12.2020 | 9:41:18] Calculation frame 28 complete!
[17.12.2020 | 9:41:18] Calculation frame 29 complete!
[17.12.2020 | 9:41:18] Calculation frame 30 complete!
[17.12.2020 | 9:41:18] Calculation frame 31 complete!
[17.12.2020 | 9:41:18] Calculation frame 32 complete!
[17.12.2020 | 9:41:18] Calculation frame 33 complete!
[17.12.2020 | 9:41:18] Calculation frame 34 complete!
[17.12.2020 | 9:41:18] Calculation frame 35 complete!
[17.12.2020 | 9:41:18] Calculation frame 36 complete!
[17.12.2020 | 9:41:18] Calculation frame 37 complete!
[17.12.2020 | 9:41:18] Calculation frame 38 complete!
[17.12.2020 | 9:41:18] Calculation frame 39 complete!
[17.12.2020 | 9:41:18] Calculation frame 40 complete!
[17.12.2020 | 9:41:18] Calculation frame 41 complete!
[17.12.2020 | 9:41:18] Calculation frame 42 complete!
[17.12.2020 | 9:41:18] Calculation frame 43 complete!
[17.12.2020 | 9:41:18] Calculation frame 44 complete!
[17.12.2020 | 9:41:18] Calculation frame 45 complete!
[17.12.2020 | 9:41:18] Calculation frame 46 complete!
[17.12.2020 | 9:41:18] Calculation frame 47 complete!
[17.12.2020 | 9:41:18] Calculation frame 48 complete!
[17.12.2020 | 9:41:18] Calculation frame 49 complete!
[17.12.2020 | 9:41:18] Calculation frame 50 complete!
[17.12.2020 | 9:41:18] Calculation frame 51 complete!
[17.12.2020 | 9:41:18] Calculation frame 52 complete!
[17.12.2020 | 9:41:18] Calculation frame 53 complete!
[17.12.2020 | 9:41:18] Calculation frame 54 complete!
[17.12.2020 | 9:41:18] Calculation frame 55 complete!
[17.12.2020 | 9:41:18] Calculation frame 56 complete!
[17.12.2020 | 9:41:18] Calculation frame 57 complete!
[17.12.2020 | 9:41:18] Calculation frame 58 complete!
[17.12.2020 | 9:41:18] Calculation frame 59 complete!
[17.12.2020 | 9:41:18] Calculation frame 60 complete!
[17.12.2020 | 9:41:18] Calculation frame 61 complete!
[17.12.2020 | 9:41:18] Calculation frame 62 complete!
[17.12.2020 | 9:41:18] Calculation frame 63 complete!
[17.12.2020 | 9:41:18] Calculation frame 64 complete!
[17.12.2020 | 9:41:18] Calculation frame 65 complete!
[17.12.2020 | 9:41:18] Calculation frame 66 complete!
[17.12.2020 | 9:41:18] Calculation frame 67 complete!
[17.12.2020 | 9:41:18] Calculation frame 68 complete!
[17.12.2020 | 9:41:18] Calculation frame 69 complete!
[17.12.2020 | 9:41:18] Calculation frame 70 complete!
[17.12.2020 | 9:41:18] Calculation frame 71 complete!
[17.12.2020 | 9:41:18] Calculation frame 72 complete!
[17.12.2020 | 9:41:18] Calculation frame 73 complete!
[17.12.2020 | 9:41:18] Calculation frame 74 complete!
[17.12.2020 | 9:41:18] Calculation frame 75 complete!
[17.12.2020 | 9:41:18] Calculation frame 76 complete!
[17.12.2020 | 9:41:18] Calculation frame 77 complete!
[17.12.2020 | 9:41:18] Calculation frame 78 complete!
[17.12.2020 | 9:41:18] Calculation frame 79 complete!
[17.12.2020 | 9:41:18] Calculation frame 80 complete!
[17.12.2020 | 9:41:18] Calculation frame 81 complete!
[17.12.2020 | 9:41:18] Calculation frame 82 complete!
[17.12.2020 | 9:41:18] Calculation frame 83 complete!
[17.12.2020 | 9:41:18] Calculation frame 84 complete!
[17.12.2020 | 9:41:18] Calculation frame 85 complete!
[17.12.2020 | 9:41:18] Calculation frame 86 complete!
[17.12.2020 | 9:41:18] Calculation frame 87 complete!
[17.12.2020 | 9:41:18] Calculation frame 88 complete!
[17.12.2020 | 9:41:18] Calculation frame 89 complete!
[17.12.2020 | 9:41:18] Calculation frame 90 complete!
[17.12.2020 | 9:41:18] Calculation frame 91 complete!
[17.12.2020 | 9:41:18] Calculation frame 92 complete!
[17.12.2020 | 9:41:18] Calculation frame 93 complete!
[17.12.2020 | 9:41:18] Calculation frame 94 complete!
[17.12.2020 | 9:41:18] Calculation frame 95 complete!
[17.12.2020 | 9:41:18] Calculation frame 96 complete!
[17.12.2020 | 9:41:18] Calculation frame 97 complete!
[17.12.2020 | 9:41:18] Calculation frame 98 complete!
[17.12.2020 | 9:41:18] Calculation frame 99 complete!
[17.12.2020 | 9:41:18] Calculation frame 100 complete!
[17.12.2020 | 9:41:18] Calculation frame 101 complete!
[17.12.2020 | 9:41:18] Calculation frame 102 complete!
[17.12.2020 | 9:41:18] Calculation frame 103 complete!
[17.12.2020 | 9:41:18] Calculation frame 104 complete!
[17.12.2020 | 9:41:18] Calculation frame 105 complete!
[17.12.2020 | 9:41:18] Calculation frame 106 complete!
[17.12.2020 | 9:41:18] Calculation frame 107 complete!
[17.12.2020 | 9:41:18] Calculation frame 108 complete!
[17.12.2020 | 9:41:18] Calculation frame 109 complete!
[17.12.2020 | 9:41:18] Calculation frame 110 complete!
[17.12.2020 | 9:41:18] Calculation frame 111 complete!
[17.12.2020 | 9:41:18] Calculation frame 112 complete!
[17.12.2020 | 9:41:18] Calculation frame 113 complete!
[17.12.2020 | 9:41:18] Calculation frame 114 complete!
[17.12.2020 | 9:41:18] Calculation frame 115 complete!
[17.12.2020 | 9:41:18] Calculation frame 116 complete!
[17.12.2020 | 9:41:18] Calculation frame 117 complete!
[17.12.2020 | 9:41:18] Calculation frame 118 complete!
[17.12.2020 | 9:41:18] Calculation frame 119 complete!
[17.12.2020 | 9:41:18] Calculation frame 120 complete!
[17.12.2020 | 9:41:18] Calculation frame 121 complete!
[17.12.2020 | 9:41:18] Calculation frame 122 complete!
[17.12.2020 | 9:41:18] Calculation frame 123 complete!
[17.12.2020 | 9:41:18] Calculation frame 124 complete!
[17.12.2020 | 9:41:18] Calculation frame 125 complete!
[17.12.2020 | 9:41:18] Calculation frame 126 complete!
[17.12.2020 | 9:41:18] Calculation frame 127 complete!
[17.12.2020 | 9:41:18] Calculation frame 128 complete!
[17.12.2020 | 9:41:18] Calculation frame 129 complete!
[17.12.2020 | 9:41:18] Calculation frame 130 complete!
[17.12.2020 | 9:41:18] Calculation frame 131 complete!
[17.12.2020 | 9:41:18] Calculation frame 132 complete!
[17.12.2020 | 9:41:18] Calculation frame 133 complete!
[17.12.2020 | 9:41:18] Calculation frame 134 complete!
[17.12.2020 | 9:41:18] Calculation frame 135 complete!
[17.12.2020 | 9:41:18] Calculation frame 136 complete!
[17.12.2020 | 9:41:18] Calculation frame 137 complete!
[17.12.2020 | 9:41:18] Calculation frame 138 complete!
[17.12.2020 | 9:41:18] Calculation frame 139 complete!
[17.12.2020 | 9:41:18] Calculation frame 140 complete!
[17.12.2020 | 9:41:18] Calculation frame 141 complete!
[17.12.2020 | 9:41:18] Calculation frame 142 complete!
[17.12.2020 | 9:41:18] Calculation frame 143 complete!
[17.12.2020 | 9:41:18] Calculation frame 144 complete!
[17.12.2020 | 9:41:18] Calculation frame 145 complete!
[17.12.2020 | 9:41:18] Calculation frame 146 complete!
[17.12.2020 | 9:41:18] Calculation frame 147 complete!
[17.12.2020 | 9:41:18] Calculation frame 148 complete!
[17.12.2020 | 9:41:18] Calculation frame 149 complete!
[17.12.2020 | 9:41:18] Calculation frame 150 complete!
[17.12.2020 | 9:41:18] Calculation frame 151 complete!
[17.12.2020 | 9:41:18] Calculation frame 152 complete!
[17.12.2020 | 9:41:18] Calculation frame 153 complete!
[17.12.2020 | 9:41:18] Calculation frame 154 complete!
[17.12.2020 | 9:41:18] Calculation frame 155 complete!
[17.12.2020 | 9:41:18] Calculation frame 156 complete!
[17.12.2020 | 9:41:18] Calculation frame 157 complete!
[17.12.2020 | 9:41:18] Calculation frame 158 complete!
[17.12.2020 | 9:41:18] Calculation frame 159 complete!
[17.12.2020 | 9:41:18] Calculation frame 160 complete!
[17.12.2020 | 9:41:18] Calculation frame 161 complete!
[17.12.2020 | 9:41:18] Calculation frame 162 complete!
[17.12.2020 | 9:41:18] Calculation frame 163 complete!
[17.12.2020 | 9:41:18] Calculation frame 164 complete!
[17.12.2020 | 9:41:18] Calculation frame 165 complete!
[17.12.2020 | 9:41:18] Calculation frame 166 complete!
[17.12.2020 | 9:41:18] Calculation frame 167 complete!
[17.12.2020 | 9:41:18] Calculation frame 168 complete!
[17.12.2020 | 9:41:18] Calculation frame 169 complete!
[17.12.2020 | 9:41:18] Calculation frame 170 complete!
[17.12.2020 | 9:41:18] Calculation frame 171 complete!
[17.12.2020 | 9:41:18] Calculation frame 172 complete!
[17.12.2020 | 9:41:18] Calculation frame 173 complete!
[17.12.2020 | 9:41:18] Calculation frame 174 complete!
[17.12.2020 | 9:41:18] Calculation frame 175 complete!
[17.12.2020 | 9:41:18] Calculation frame 176 complete!
[17.12.2020 | 9:41:18] Calculation frame 177 complete!
[17.12.2020 | 9:41:18] Calculation frame 178 complete!
[17.12.2020 | 9:41:18] Calculation frame 179 complete!
[17.12.2020 | 9:41:18] Calculation frame 180 complete!
[17.12.2020 | 9:41:18] Calculation frame 181 complete!
[17.12.2020 | 9:41:18] Calculation frame 182 complete!
[17.12.2020 | 9:41:18] Calculation frame 183 complete!
[17.12.2020 | 9:41:18] Calculation frame 184 complete!
[17.12.2020 | 9:41:18] Calculation frame 185 complete!
[17.12.2020 | 9:41:18] Calculation frame 186 complete!
[17.12.2020 | 9:41:18] Calculation frame 187 complete!
[17.12.2020 | 9:41:18] Calculation frame 188 complete!
[17.12.2020 | 9:41:18] Calculation frame 189 complete!
[17.12.2020 | 9:41:18] Calculation frame 190 complete!
[17.12.2020 | 9:41:18] Calculation frame 191 complete!
[17.12.2020 | 9:41:18] Calculation frame 192 complete!
[17.12.2020 | 9:41:18] Calculation frame 193 complete!
[17.12.2020 | 9:41:18] Calculation frame 194 complete!
[17.12.2020 | 9:41:18] Calculation frame 195 complete!
[17.12.2020 | 9:41:18] Calculation frame 196 complete!
[17.12.2020 | 9:41:18] Calculation frame 197 complete!
[17.12.2020 | 9:41:18] Calculation frame 198 complete!
[17.12.2020 | 9:41:18] Calculation frame 199 complete!
[17.12.2020 | 9:41:18] Calculation frame 200 complete!
[17.12.2020 | 9:41:18] Calculation frame 201 complete!
[17.12.2020 | 9:41:18] Calculation frame 202 complete!
[17.12.2020 | 9:41:18] Calculation frame 203 complete!
[17.12.2020 | 9:41:18] Calculation frame 204 complete!
[17.12.2020 | 9:41:18] Calculation frame 205 complete!
[17.12.2020 | 9:41:18] Calculation frame 206 complete!
[17.12.2020 | 9:41:18] Calculation frame 207 complete!
[17.12.2020 | 9:41:18] Calculation frame 208 complete!
[17.12.2020 | 9:41:18] Calculation frame 209 complete!
[17.12.2020 | 9:41:18] Calculation frame 210 complete!
[17.12.2020 | 9:41:18] Calculation frame 211 complete!
[17.12.2020 | 9:41:18] Calculation frame 212 complete!
[17.12.2020 | 9:41:18] Calculation frame 213 complete!
[17.12.2020 | 9:41:18] Calculation frame 214 complete!
[17.12.2020 | 9:41:18] Calculation frame 215 complete!
[17.12.2020 | 9:41:18] Calculation frame 216 complete!
[17.12.2020 | 9:41:18] Calculation frame 217 complete!
[17.12.2020 | 9:41:18] Calculation frame 218 complete!
[17.12.2020 | 9:41:18] Calculation frame 219 complete!
[17.12.2020 | 9:41:18] Calculation frame 220 complete!
[17.12.2020 | 9:41:18] Calculation frame 221 complete!
[17.12.2020 | 9:41:18] Calculation frame 222 complete!
[17.12.2020 | 9:41:18] Calculation frame 223 complete!
[17.12.2020 | 9:41:18] Calculation frame 224 complete!
[17.12.2020 | 9:41:18] Calculation frame 225 complete!
[17.12.2020 | 9:41:18] Calculation frame 226 complete!
[17.12.2020 | 9:41:18] Calculation frame 227 complete!
[17.12.2020 | 9:41:18] Calculation frame 228 complete!
[17.12.2020 | 9:41:18] Calculation frame 229 complete!
[17.12.2020 | 9:41:18] Calculation frame 230 complete!
[17.12.2020 | 9:41:18] Calculation frame 231 complete!
[17.12.2020 | 9:41:18] Calculation frame 232 complete!
[17.12.2020 | 9:41:18] Calculation frame 233 complete!
[17.12.2020 | 9:41:18] Calculation frame 234 complete!
[17.12.2020 | 9:41:18] Calculation frame 235 complete!
[17.12.2020 | 9:41:18] Calculation frame 236 complete!
[17.12.2020 | 9:41:18] Calculation frame 237 complete!
[17.12.2020 | 9:41:18] Calculation frame 238 complete!
[17.12.2020 | 9:41:18] Calculation frame 239 complete!
[17.12.2020 | 9:41:18] Calculation frame 240 complete!
[17.12.2020 | 9:41:18] Calculation frame 241 complete!
[17.12.2020 | 9:41:18] Calculation frame 242 complete!
[17.12.2020 | 9:41:18] Calculation frame 243 complete!
[17.12.2020 | 9:41:18] Calculation frame 244 complete!
[17.12.2020 | 9:41:18] Calculation frame 245 complete!
[17.12.2020 | 9:41:18] Calculation frame 246 complete!
[17.12.2020 | 9:41:18] Calculation frame 247 complete!
[17.12.2020 | 9:41:18] Calculation frame 248 complete!
[17.12.2020 | 9:41:18] Calculation frame 249 complete!
[17.12.2020 | 9:41:18] Calculation frame 250 complete!
[17.12.2020 | 9:41:18] Calculation frame 251 complete!
[17.12.2020 | 9:41:18] Calculation frame 252 complete!
[17.12.2020 | 9:41:18] Calculation frame 253 complete!
[17.12.2020 | 9:41:18] Calculation frame 254 complete!
[17.12.2020 | 9:41:18] Calculation frame 255 complete!
[17.12.2020 | 9:41:18] Calculation frame 256 complete!
[17.12.2020 | 9:41:18] Calculation frame 257 complete!
[17.12.2020 | 9:41:18] Calculation frame 258 complete!
[17.12.2020 | 9:41:18] Calculation frame 259 complete!
[17.12.2020 | 9:41:18] Calculation frame 260 complete!
[17.12.2020 | 9:41:18] Calculation frame 261 complete!
[17.12.2020 | 9:41:18] Calculation frame 262 complete!
[17.12.2020 | 9:41:18] Calculation frame 263 complete!
[17.12.2020 | 9:41:18] Calculation frame 264 complete!
[17.12.2020 | 9:41:18] Calculation frame 265 complete!
[17.12.2020 | 9:41:18] Calculation frame 266 complete!
[17.12.2020 | 9:41:18] Calculation frame 267 complete!
[17.12.2020 | 9:41:18] Calculation frame 268 complete!
[17.12.2020 | 9:41:18] Calculation frame 269 complete!
[17.12.2020 | 9:41:18] Calculation frame 270 complete!
[17.12.2020 | 9:41:18] Calculation frame 271 complete!
[17.12.2020 | 9:41:18] Calculation frame 272 complete!
[17.12.2020 | 9:41:18] Calculation frame 273 complete!
[17.12.2020 | 9:41:18] Calculation frame 274 complete!
[17.12.2020 | 9:41:18] Calculation frame 275 complete!
[17.12.2020 | 9:41:18] Calculation frame 276 complete!
[17.12.2020 | 9:41:18] Calculation frame 277 complete!
[17.12.2020 | 9:41:18] Calculation frame 278 complete!
[17.12.2020 | 9:41:18] Calculation frame 279 complete!
[17.12.2020 | 9:41:18] Calculation frame 280 complete!
[17.12.2020 | 9:41:18] Calculation frame 281 complete!
[17.12.2020 | 9:41:18] Calculation frame 282 complete!
[17.12.2020 | 9:41:18] Calculation frame 283 complete!
[17.12.2020 | 9:41:18] Calculation frame 284 complete!
[17.12.2020 | 9:41:18] Calculation frame 285 complete!
[17.12.2020 | 9:41:18] Calculation frame 286 complete!
[17.12.2020 | 9:41:18] Calculation frame 287 complete!
[17.12.2020 | 9:41:18] Calculation frame 288 complete!
[17.12.2020 | 9:41:18] Calculation frame 289 complete!
[17.12.2020 | 9:41:18] Calculation frame 290 complete!
[17.12.2020 | 9:41:18] Calculation frame 291 complete!
[17.12.2020 | 9:41:18] Calculation frame 292 complete!
[17.12.2020 | 9:41:18] Calculation frame 293 complete!
[17.12.2020 | 9:41:18] Calculation frame 294 complete!
[17.12.2020 | 9:41:18] Calculation frame 295 complete!
[17.12.2020 | 9:41:18] Calculation frame 296 complete!
[17.12.2020 | 9:41:18] Calculation frame 297 complete!
[17.12.2020 | 9:41:18] Calculation frame 298 complete!
[17.12.2020 | 9:41:18] Calculation frame 299 complete!
[17.12.2020 | 9:41:18] Calculation frame 300 complete!
[17.12.2020 | 9:41:18] Calculation frame 301 complete!
[17.12.2020 | 9:41:18] Calculation frame 302 complete!
[17.12.2020 | 9:41:18] Calculation frame 303 complete!
[17.12.2020 | 9:41:18] Calculation frame 304 complete!
[17.12.2020 | 9:41:18] Calculation frame 305 complete!
[17.12.2020 | 9:41:18] Calculation frame 306 complete!
[17.12.2020 | 9:41:18] Calculation frame 307 complete!
[17.12.2020 | 9:41:18] Calculation frame 308 complete!
[17.12.2020 | 9:41:18] Calculation frame 309 complete!
[17.12.2020 | 9:41:18] Calculation frame 310 complete!
[17.12.2020 | 9:41:18] Calculation frame 311 complete!
[17.12.2020 | 9:41:18] Calculation frame 312 complete!
[17.12.2020 | 9:41:18] Calculation frame 313 complete!
[17.12.2020 | 9:41:18] Calculation frame 314 complete!
[17.12.2020 | 9:41:18] Calculation frame 315 complete!
[17.12.2020 | 9:41:18] Calculation frame 316 complete!
[17.12.2020 | 9:41:18] Calculation frame 317 complete!
[17.12.2020 | 9:41:18] Calculation frame 318 complete!
[17.12.2020 | 9:41:18] Calculation frame 319 complete!
[17.12.2020 | 9:41:18] Calculation frame 320 complete!
[17.12.2020 | 9:41:18] Calculation frame 321 complete!
[17.12.2020 | 9:41:18] Calculation frame 322 complete!
[17.12.2020 | 9:41:18] Calculation frame 323 complete!
[17.12.2020 | 9:41:18] Calculation frame 324 complete!
[17.12.2020 | 9:41:18] Calculation frame 325 complete!
[17.12.2020 | 9:41:18] Calculation frame 326 complete!
[17.12.2020 | 9:41:18] Calculation frame 327 complete!
[17.12.2020 | 9:41:18] Calculation frame 328 complete!
[17.12.2020 | 9:41:18] Calculation frame 329 complete!
[17.12.2020 | 9:41:18] Calculation frame 330 complete!
[17.12.2020 | 9:41:18] Calculation frame 331 complete!
[17.12.2020 | 9:41:18] Calculation frame 332 complete!
[17.12.2020 | 9:41:18] Calculation frame 333 complete!
[17.12.2020 | 9:41:18] Calculation frame 334 complete!
[17.12.2020 | 9:41:18] Calculation frame 335 complete!
[17.12.2020 | 9:41:18] Calculation frame 336 complete!
[17.12.2020 | 9:41:18] Calculation frame 337 complete!
[17.12.2020 | 9:41:18] Calculation frame 338 complete!
[17.12.2020 | 9:41:18] Calculation frame 339 complete!
[17.12.2020 | 9:41:18] Calculation frame 340 complete!
[17.12.2020 | 9:41:18] Calculation frame 341 complete!
[17.12.2020 | 9:41:18] Calculation frame 342 complete!
[17.12.2020 | 9:41:18] Calculation frame 343 complete!
[17.12.2020 | 9:41:18] Calculation frame 344 complete!
[17.12.2020 | 9:41:18] Calculation frame 345 complete!
[17.12.2020 | 9:41:18] Calculation frame 346 complete!
[17.12.2020 | 9:41:18] Calculation frame 347 complete!
[17.12.2020 | 9:41:18] Calculation frame 348 complete!
[17.12.2020 | 9:41:18] Calculation frame 349 complete!
[17.12.2020 | 9:41:18] Calculation frame 350 complete!
[17.12.2020 | 9:41:18] Calculation frame 351 complete!
[17.12.2020 | 9:41:18] Calculation frame 352 complete!
